timestamp,extrx.AltHold,extrx.Arm,extrx.thrust,extrx.roll,extrx.pitch,extrx.yawRate,extrx.zVel
2153523,0,0,0.0,0.0,0.0,0.0,0.0
2153623,0,0,0.0,0.0,0.0,0.0,0.0
2153723,0,0,0.0,0.0,0.0,0.0,0.0
2153823,0,0,0.0,0.0,0.0,0.0,0.0
2153923,0,0,0.0,0.0,0.0,0.0,0.0
2154023,0,0,0.0,0.0,0.0,0.0,0.0
2154123,0,0,0.0,0.0,0.0,0.0,0.0
2154223,0,0,0.0,0.0,0.0,0.0,0.0
2154323,0,0,0.0,0.0,0.0,0.0,0.0
2154423,0,0,0.0,0.0,0.0,0.0,0.0
2154523,0,0,0.0,0.0,0.0,0.0,0.0
2154623,0,0,0.0,0.0,0.0,0.0,0.0
2154723,0,0,0.0,0.0,0.0,0.0,0.0
2154823,0,0,0.0,0.0,0.0,0.0,0.0
2154923,0,0,0.0,0.0,0.0,0.0,0.0
2155023,0,0,0.0,0.0,0.0,0.0,0.0
2155123,0,0,0.0,0.0,0.0,0.0,0.0
2155223,0,0,0.0,0.0,0.0,0.0,0.0
2155323,0,0,0.0,0.0,0.0,0.0,0.0
2155423,0,0,0.0,0.0,0.0,0.0,0.0
2155523,0,0,0.0,0.0,0.0,0.0,0.0
2155623,0,0,0.0,0.0,0.0,0.0,0.0
2155723,0,0,0.0,0.0,0.0,0.0,0.0
2155823,0,0,0.0,0.0,0.0,0.0,0.0
2155923,0,0,0.0,0.0,0.0,0.0,0.0
2156023,0,0,0.0,0.0,0.0,0.0,0.0
2156123,0,0,0.0,0.0,0.0,0.0,0.0
2156223,0,0,0.0,0.0,0.0,0.0,0.0
2156323,0,0,0.0,0.0,0.0,0.0,0.0
2156423,0,0,0.0,0.0,0.0,0.0,0.0
2156523,0,0,0.0,0.0,0.0,0.0,0.0
2156623,0,0,0.0,0.0,0.0,0.0,0.0
2156723,0,0,0.0,0.0,0.0,0.0,0.0
2156823,0,0,0.0,0.0,0.0,0.0,0.0
2156923,0,0,0.0,0.0,0.0,0.0,0.0
2157023,0,0,0.0,0.0,0.0,0.0,0.0
2157123,0,0,0.0,0.0,0.0,0.0,0.0
2157223,0,0,0.0,0.0,0.0,0.0,0.0
2157323,0,0,0.0,0.0,0.0,0.0,0.0
2157423,0,0,0.0,0.0,0.0,0.0,0.0
2157523,0,0,0.0,0.0,0.0,0.0,0.0
2157625,0,0,0.0,0.0,0.0,0.0,0.0
2157725,0,0,0.0,0.0,0.0,0.0,0.0
2157825,0,0,0.0,0.0,0.0,0.0,0.0
2157925,0,0,0.0,0.0,0.0,0.0,0.0
2158025,0,0,0.0,0.0,0.0,0.0,0.0
2158125,0,0,0.0,0.0,0.0,0.0,0.0
2158225,0,0,0.0,0.0,0.0,0.0,0.0
2158325,0,0,0.0,0.0,0.0,0.0,0.0
2158423,0,0,0.0,0.0,0.0,0.0,0.0
2158523,0,0,0.0,0.0,0.0,0.0,0.0
2158625,0,0,0.0,0.0,0.0,0.0,0.0
2158724,0,0,0.0,0.0,0.0,0.0,0.0
2158824,0,0,0.0,0.0,0.0,0.0,0.0
2158924,0,0,0.0,0.0,0.0,0.0,0.0
2159024,0,0,0.0,0.0,0.0,0.0,0.0
2159123,0,0,0.0,0.0,0.0,0.0,0.0
2159223,0,0,0.0,0.0,0.0,0.0,0.0
2159323,0,0,0.0,0.0,0.0,0.0,0.0
2159423,0,0,0.0,0.0,0.0,0.0,0.0
2159523,0,0,0.0,0.0,0.0,0.0,0.0
2159623,0,0,0.0,0.0,0.0,0.0,0.0
2159723,0,0,0.0,0.0,0.0,0.0,0.0
2159823,0,0,0.0,0.0,0.0,0.0,0.0
2159923,0,0,0.0,0.0,0.0,0.0,0.0
2160023,0,0,0.0,0.0,0.0,0.0,0.0
2160123,0,0,0.0,0.0,0.0,0.0,0.0
2160223,0,0,0.0,0.0,0.0,0.0,0.0
2160323,0,0,0.0,0.0,0.0,0.0,0.0
2160423,0,0,0.0,0.0,0.0,0.0,0.0
2160523,0,0,0.0,0.0,0.0,0.0,0.0
2160623,0,0,0.0,0.0,0.0,0.0,0.0
2160723,0,0,0.0,0.0,0.0,0.0,0.0
2160823,0,0,0.0,0.0,0.0,0.0,0.0
2160923,0,0,0.0,0.0,0.0,0.0,0.0
2161023,0,0,0.0,0.0,0.0,0.0,0.0
2161123,0,0,0.0,0.0,0.0,0.0,0.0
2161223,0,0,0.0,0.0,0.0,0.0,0.0
2161323,0,0,0.0,0.0,0.0,0.0,0.0
2161423,0,0,0.0,0.0,0.0,0.0,0.0
2161523,0,0,0.0,0.0,0.0,0.0,0.0
2161623,0,0,0.0,0.0,0.0,0.0,0.0
2161723,0,0,0.0,0.0,0.0,0.0,0.0
2161823,0,0,0.0,0.0,0.0,0.0,0.0
2161923,0,0,0.0,0.0,0.0,0.0,0.0
2162023,0,0,0.0,0.0,0.0,0.0,0.0
2162123,0,0,0.0,0.0,0.0,0.0,0.0
2162225,0,0,0.0,0.0,0.0,0.0,0.0
2162323,0,0,0.0,0.0,0.0,0.0,0.0
2162425,0,0,0.0,0.0,0.0,0.0,0.0
2162525,0,0,0.0,0.0,0.0,0.0,0.0
2162624,0,0,0.0,0.0,0.0,0.0,0.0
2162725,0,0,0.0,0.0,0.0,0.0,0.0
2162824,0,0,0.0,0.0,0.0,0.0,0.0
2162924,0,0,0.0,0.0,0.0,0.0,0.0
2163024,0,0,0.0,0.0,0.0,0.0,0.0
2163124,0,0,0.0,0.0,0.0,0.0,0.0
2163224,0,0,0.0,0.0,0.0,0.0,0.0
2163324,0,0,0.0,0.0,0.0,0.0,0.0
2163423,0,0,0.0,0.0,0.0,0.0,0.0
2163523,0,0,0.0,0.0,0.0,0.0,0.0
2163623,0,0,0.0,0.0,0.0,0.0,0.0
2163723,0,0,0.0,0.0,0.0,0.0,0.0
2163823,0,0,0.0,0.0,0.0,0.0,0.0
2163923,0,0,0.0,0.0,0.0,0.0,0.0
2164023,0,0,0.0,0.0,0.0,0.0,0.0
2164123,0,0,0.0,0.0,0.0,0.0,0.0
2164223,0,0,0.0,0.0,0.0,0.0,0.0
2164323,0,0,0.0,0.0,0.0,0.0,0.0
2164423,0,0,0.0,0.0,0.0,0.0,0.0
2164525,0,0,0.0,0.0,0.0,0.0,0.0
2164625,0,0,0.0,0.0,0.0,0.0,0.0
2164723,0,0,0.0,0.0,0.0,0.0,0.0
2164823,0,0,0.0,0.0,0.0,0.0,0.0
2164923,0,0,0.0,0.0,0.0,0.0,0.0
2165024,0,0,0.0,0.0,0.0,0.0,0.0
2165124,0,0,0.0,0.0,0.0,0.0,0.0
2165224,0,0,0.0,0.0,0.0,0.0,0.0
2165324,0,0,0.0,0.0,0.0,0.0,0.0
2165423,0,0,0.0,0.0,0.0,0.0,0.0
2165523,0,0,0.0,0.0,0.0,0.0,0.0
2165623,0,0,0.0,0.0,0.0,0.0,0.0
2165723,0,0,0.0,0.0,0.0,0.0,0.0
2165823,0,0,0.0,0.0,0.0,0.0,0.0
2165923,0,0,0.0,0.0,0.0,0.0,0.0
2166023,0,0,0.0,0.0,0.0,0.0,0.0
2166123,0,0,0.0,0.0,0.0,0.0,0.0
2166223,0,0,0.0,0.0,0.0,0.0,0.0
2166323,0,0,0.0,0.0,0.0,0.0,0.0
2166423,0,0,0.0,0.0,0.0,0.0,0.0
2166523,0,0,0.0,0.0,0.0,0.0,0.0
2166623,0,0,0.0,0.0,0.0,0.0,0.0
2166723,0,0,0.0,0.0,0.0,0.0,0.0
2166823,0,0,0.0,0.0,0.0,0.0,0.0
2166923,0,0,0.0,0.0,0.0,0.0,0.0
2167023,0,0,0.0,0.0,0.0,0.0,0.0
2167123,0,0,0.0,0.0,0.0,0.0,0.0
2167223,0,0,0.0,0.0,0.0,0.0,0.0
2167323,0,0,0.0,0.0,0.0,0.0,0.0
2167423,0,0,0.0,0.0,0.0,0.0,0.0
2167523,0,0,0.0,0.0,0.0,0.0,0.0
2167623,0,0,0.0,0.0,0.0,0.0,0.0
2167723,0,0,0.0,0.0,0.0,0.0,0.0
2167823,0,0,0.0,0.0,0.0,0.0,0.0
2167923,0,0,0.0,0.0,0.0,0.0,0.0
2168023,0,0,0.0,0.0,0.0,0.0,0.0
2168123,0,0,0.0,0.0,0.0,0.0,0.0
2168223,0,0,0.0,0.0,0.0,0.0,0.0
2168323,0,0,0.0,0.0,0.0,0.0,0.0
2168423,0,0,0.0,0.0,0.0,0.0,0.0
2168523,0,0,0.0,0.0,0.0,0.0,0.0
2168623,0,0,0.0,0.0,0.0,0.0,0.0
2168723,0,0,0.0,0.0,0.0,0.0,0.0
2168823,0,0,0.0,0.0,0.0,0.0,0.0
2168923,0,0,0.0,0.0,0.0,0.0,0.0
2169023,0,0,0.0,0.0,0.0,0.0,0.0
2169123,0,0,0.0,0.0,0.0,0.0,0.0
2169223,0,0,0.0,0.0,0.0,0.0,0.0
2169323,0,0,0.0,0.0,0.0,0.0,0.0
2169423,0,0,0.0,0.0,0.0,0.0,0.0
2169523,0,0,0.0,0.0,0.0,0.0,0.0
2169623,0,0,0.0,0.0,0.0,0.0,0.0
2169723,0,0,0.0,0.0,0.0,0.0,0.0
2169823,0,0,0.0,0.0,0.0,0.0,0.0
2169923,0,0,0.0,0.0,0.0,0.0,0.0
2170023,0,0,0.0,0.0,0.0,0.0,0.0
2170123,0,0,0.0,0.0,0.0,0.0,0.0
2170223,0,0,0.0,0.0,0.0,0.0,0.0
2170325,0,0,0.0,0.0,0.0,0.0,0.0
2170423,0,0,0.0,0.0,0.0,0.0,0.0
2170523,0,0,0.0,0.0,0.0,0.0,0.0
2170623,0,0,0.0,0.0,0.0,0.0,0.0
2170725,0,0,0.0,0.0,0.0,0.0,0.0
2170825,0,0,0.0,0.0,0.0,0.0,0.0
2170925,0,0,0.0,0.0,0.0,0.0,0.0
2171023,0,0,0.0,0.0,0.0,0.0,0.0
2171124,0,0,0.0,0.0,0.0,0.0,0.0
2171224,0,0,0.0,0.0,0.0,0.0,0.0
2171324,0,0,0.0,0.0,0.0,0.0,0.0
2171424,0,0,0.0,0.0,0.0,0.0,0.0
2171524,0,0,0.0,0.0,0.0,0.0,0.0
2171624,0,0,0.0,0.0,0.0,0.0,0.0
2171724,0,0,0.0,0.0,0.0,0.0,0.0
2171824,0,0,0.0,0.0,0.0,0.0,0.0
2171924,0,0,0.0,0.0,0.0,0.0,0.0
2172024,0,0,0.0,0.0,0.0,0.0,0.0
2172124,0,0,0.0,0.0,0.0,0.0,0.0
2172224,0,0,0.0,0.0,0.0,0.0,0.0
2172323,0,0,0.0,0.0,0.0,0.0,0.0
2172423,0,0,0.0,0.0,0.0,0.0,0.0
2172523,0,0,0.0,0.0,0.0,0.0,0.0
2172623,0,0,0.0,0.0,0.0,0.0,0.0
2172723,0,0,0.0,0.0,0.0,0.0,0.0
2172823,0,0,0.0,0.0,0.0,0.0,0.0
2172923,0,0,0.0,0.0,0.0,0.0,0.0
2173024,0,0,0.0,0.0,0.0,0.0,0.0
2173123,0,0,0.0,0.0,0.0,0.0,0.0
2173223,0,0,0.0,0.0,0.0,0.0,0.0
2173323,0,0,0.0,0.0,0.0,0.0,0.0
2173423,0,0,0.0,0.0,0.0,0.0,0.0
2173523,0,0,0.0,0.0,0.0,0.0,0.0
2173625,0,0,0.0,0.0,0.0,0.0,0.0
2173724,0,0,0.0,0.0,0.0,0.0,0.0
2173823,0,0,0.0,0.0,0.0,0.0,0.0
2173923,0,0,0.0,0.0,0.0,0.0,0.0
2174023,0,0,0.0,0.0,0.0,0.0,0.0
2174123,0,0,0.0,0.0,0.0,0.0,0.0
2174223,0,0,0.0,0.0,0.0,0.0,0.0
2174323,0,0,0.0,0.0,0.0,0.0,0.0
2174423,0,0,0.0,0.0,0.0,0.0,0.0
2174523,0,0,0.0,0.0,0.0,0.0,0.0
2174623,0,0,0.0,0.0,0.0,0.0,0.0
2174723,0,0,0.0,0.0,0.0,0.0,0.0
2174823,0,0,0.0,0.0,0.0,0.0,0.0
2174923,0,0,0.0,0.0,0.0,0.0,0.0
2175023,0,0,0.0,0.0,0.0,0.0,0.0
2175123,0,0,0.0,0.0,0.0,0.0,0.0
