timestamp,pid_rate.yaw_outP,pid_rate.yaw_outI,pid_rate.yaw_outD
218776,-437461.09375,-121.76001739501953,-0.0
218876,-441086.0625,-122.76896667480469,-0.0
218976,-443411.0,-123.41607666015625,-0.0
219076,-445415.875,-123.9740982055664,-0.0
219176,-445124.90625,-123.89311218261719,-0.0
219276,-446165.15625,-124.18264770507812,-0.0
219376,-446150.71875,-124.17862701416016,-0.0
219476,-447492.90625,-124.55220794677734,-0.0
219576,-447476.78125,-124.54771423339844,-0.0
219676,-446877.1875,-124.38082885742188,-0.0
219776,-308.5357971191406,-0.8887113928794861,0.0
219876,-365.8936462402344,-4.8178863525390625,0.0
219976,108.7130355834961,-5.686289310455322,0.0
220076,-625.715087890625,-16.02994728088379,0.0
220176,-3029.431396484375,-65.12825012207031,0.0
220276,-4774.86083984375,-140.03738403320312,0.0
220376,-5250.28369140625,-222.34840393066406,0.0
220478,-5072.51123046875,-296.8959655761719,-0.0
220578,-4540.021484375,-355.6153259277344,-0.0
220678,-3532.8642578125,-401.08587646484375,0.0
220777,-3100.3681640625,-435.79925537109375,-0.0
220877,-2591.65283203125,-467.297119140625,0.0
220977,-2505.523193359375,-497.8623962402344,-0.0
221076,-2592.25439453125,-529.8748168945312,0.0
221176,-2372.375,-561.8815307617188,-0.0
221276,-2331.375,-593.3233642578125,-0.0
221376,-1853.551513671875,-624.2342529296875,0.0
221476,-2243.14208984375,-656.3123168945312,0.0
221576,-2197.41748046875,-688.1277465820312,0.0
221676,-2550.51806640625,-721.3435668945312,-0.0
221776,-2385.391357421875,-753.6204833984375,-0.0
221876,-2656.17724609375,-789.39306640625,0.0
221976,-2719.59619140625,-826.5341796875,-0.0
222076,-2900.90869140625,-865.7060546875,0.0
222176,-2353.1611328125,-901.9306640625,0.0
222276,-2086.479248046875,-933.4874877929688,0.0
222376,-2172.424560546875,-964.4188842773438,0.0
222476,-2245.45166015625,-997.0242309570312,0.0
222576,-2319.225830078125,-1029.3695068359375,-0.0
222676,-1775.99169921875,-1059.7626953125,0.0
222776,-2231.0087890625,-1089.45166015625,-0.0
222876,-2157.2333984375,-1119.5025634765625,-0.0
222976,-2063.532470703125,-1148.02978515625,-0.0
223076,-2012.1910400390625,-1176.5787353515625,-0.0
223176,-2128.34814453125,-1205.73193359375,-0.0
223276,-2079.003662109375,-1234.5908203125,-0.0
223376,-2158.73583984375,-1263.07568359375,0.0
223476,-2058.792724609375,-1291.74169921875,-0.0
223576,-1975.0614013671875,-1319.5120849609375,0.0
223676,-1995.7630615234375,-1347.390380859375,-0.0
223776,-2093.166015625,-1375.4727783203125,-0.0
223876,-2042.567138671875,-1403.0943603515625,-0.0
223976,-1839.919921875,-1428.69921875,0.0
224076,-1701.7724609375,-1453.0828857421875,-0.0
224176,-1934.0792236328125,-1478.377685546875,0.0
224276,-1935.87939453125,-1506.4385986328125,-0.0
224376,-1962.747314453125,-1534.5064697265625,0.0
224476,-1760.81591796875,-1560.463623046875,-0.0
224576,-1567.86669921875,-1581.968017578125,-0.0
224676,-1506.6907958984375,-1601.228759765625,-0.0
224776,-1579.13623046875,-1622.5120849609375,-0.0
224876,-1701.913818359375,-1647.2576904296875,0.0
224976,-1616.6334228515625,-1670.740234375,0.0
225076,-1620.8660888671875,-1693.846923828125,-0.0
225176,-1580.5966796875,-1715.84521484375,-0.0
225276,-1602.6541748046875,-1738.439208984375,-0.0
225376,-1562.7479248046875,-1760.6527099609375,0.0
225476,-1551.4417724609375,-1782.555908203125,0.0
225576,-2471.034912109375,-1811.8533935546875,-0.0
225676,-2679.541015625,-1853.8055419921875,0.0
225778,-1975.644775390625,-1888.8837890625,0.0
225879,-1651.0743408203125,-1914.5654296875,-0.0
225978,-1973.2261962890625,-1933.2762451171875,-0.0
226079,-1827.8848876953125,-1958.0128173828125,0.0
226178,-1499.943115234375,-1978.752197265625,0.0
226279,-1235.77880859375,-1999.6829833984375,0.0
226378,-1281.36572265625,-2016.4798583984375,0.0
226479,-696.2577514648438,-2028.5201416015625,0.0
226579,-763.6541748046875,-2035.4827880859375,-0.0
226679,-1525.41162109375,-2051.84521484375,-0.0
226778,-6078.65576171875,-1.6918926239013672,-0.0
226879,-87208.34375,-24.272991180419922,-0.0
226979,-149783.09375,-41.689632415771484,-0.0
227076,-130525.0625,-36.3294792175293,-0.0
227176,-170355.515625,-47.41562271118164,-0.0
227276,-169134.4375,-47.07575225830078,-0.0
227376,-168359.75,-46.86013412475586,-0.0
227476,-167416.859375,-46.597694396972656,-0.0
227578,-165591.09375,-46.08952713012695,-0.0
227676,-163985.46875,-45.64262390136719,-0.0
227776,-163322.546875,-45.45811462402344,-0.0
227876,-162218.40625,-45.150794982910156,-0.0
227977,-162417.59375,-45.20623779296875,-0.0
228077,-162333.703125,-45.182884216308594,-0.0
228176,-162559.5625,-45.24574661254883,-0.0
228276,-161615.8125,-44.98307418823242,-0.0
228376,-161856.9375,-45.05018615722656,-0.0
228476,-161238.703125,-44.878108978271484,-0.0
228576,-160489.953125,-44.66970443725586,-0.0
228676,-161735.875,-45.0164909362793,-0.0
228776,-162213.40625,-45.14939880371094,-0.0
228876,-162594.796875,-45.255558013916016,-0.0
228976,-163282.75,-45.44703674316406,-0.0
229076,-163661.40625,-45.55242919921875,-0.0
229176,-164340.5,-45.7414436340332,-0.0
229276,-164702.234375,-45.84212875366211,-0.0
229376,-164855.03125,-45.88465118408203,-0.0
229476,-165195.140625,-45.97932052612305,-0.0
229576,-165076.0625,-45.946170806884766,-0.0
229676,-164888.484375,-45.89396667480469,-0.0
229776,-164828.75,-45.87733840942383,-0.0
229876,-163916.0625,-45.62331008911133,-0.0
229976,-162602.40625,-45.25767135620117,-0.0
230076,-162073.0625,-45.1103401184082,-0.0
230176,-162432.9375,-45.210506439208984,-0.0
230276,-162726.59375,-45.292240142822266,-0.0
230376,-162568.171875,-45.24814224243164,-0.0
230476,-162927.453125,-45.34814453125,-0.0
230578,-162849.71875,-45.326515197753906,-0.0
230676,-163513.4375,-45.5112419128418,-0.0
230776,-163712.078125,-45.566532135009766,-0.0
230878,-163850.03125,-45.60493087768555,-0.0
230977,-164182.71875,-45.69752883911133,-0.0
231077,-164315.4375,-45.734466552734375,-0.0
231177,-164369.125,-45.74940872192383,-0.0
231276,-164554.390625,-45.80097579956055,-0.0
231377,-164547.578125,-45.79907989501953,-0.0
231477,-164413.828125,-45.7618522644043,-0.0
231577,-164719.015625,-45.84679412841797,-0.0
231677,-165061.328125,-45.942073822021484,-0.0
231776,-51.044368743896484,-0.16400828957557678,-0.0
231877,667.0100708007812,0.18001821637153625,-0.0
231977,-974.611328125,10.13774299621582,-0.0
232077,464.9000244140625,16.37939453125,-0.0
232177,-1011.0728149414062,19.236766815185547,-0.0
232276,-1730.33935546875,-10.280417442321777,0.0
232376,-3361.642822265625,-51.8529167175293,0.0
232476,-5191.45068359375,-126.22434997558594,0.0
232576,-4918.84130859375,-207.13780212402344,0.0
232676,-3956.862548828125,-270.20379638671875,-0.0
232776,-3548.590087890625,-320.7380065917969,-0.0
232876,-3247.4208984375,-364.1092529296875,-0.0
232976,-2959.775390625,-403.07611083984375,-0.0
233076,-2897.064697265625,-440.85247802734375,-0.0
233176,-2863.045654296875,-477.60369873046875,-0.0
233276,-3679.57958984375,-522.5906372070312,0.0
233376,-3981.465087890625,-577.69140625,0.0
233476,-3503.04248046875,-629.9342651367188,-0.0
233576,-3189.24462890625,-674.133056640625,-0.0
233676,-2705.161376953125,-711.6277465820312,0.0
233776,-2482.604248046875,-745.9629516601562,-0.0
233876,-2459.62060546875,-779.0413208007812,-0.0
233976,-2396.299072265625,-811.7716064453125,0.0
234076,-2245.73388671875,-843.10205078125,-0.0
234176,-2550.017578125,-875.5901489257812,-0.0
234276,-2317.9248046875,-908.9996948242188,0.0
234376,-2185.898681640625,-940.4111328125,-0.0
234476,-2269.364013671875,-972.4979248046875,0.0
234576,-2111.21142578125,-1005.4210205078125,0.0
234676,-2000.83349609375,-1035.2242431640625,0.0
234776,-2008.1156005859375,-1065.1910400390625,0.0
234876,-1955.5439453125,-1094.99951171875,0.0
234976,-2132.869140625,-1123.138916015625,-0.0
235076,-2508.9306640625,-1154.37353515625,0.0
235176,-3408.289306640625,-1198.951904296875,-0.0
235276,-2638.80126953125,-1248.2010498046875,0.0
235376,-2312.10888671875,-1278.4566650390625,0.0
235476,-2115.06494140625,-1304.8765869140625,0.0
235576,-1915.3927001953125,-1329.9439697265625,-0.0
235676,-1960.5743408203125,-1356.5533447265625,-0.0
235776,-2269.30859375,-1387.002685546875,0.0
235876,-2292.347412109375,-1421.638916015625,0.0
235976,-2560.24853515625,-1456.4473876953125,-0.0
236076,-2268.540771484375,-1488.70703125,-0.0
236176,-2288.28076171875,-1521.33984375,0.0
236276,-1465.8031005859375,-1543.30322265625,0.0
236376,-1933.9512939453125,-1567.6221923828125,0.0
236476,-1939.93701171875,-1595.175537109375,-0.0
236576,-2071.88427734375,-1621.5386962890625,-0.0
236676,-2181.72900390625,-1651.9232177734375,0.0
236776,-2182.193115234375,-1683.577392578125,-0.0
236876,-2063.71240234375,-1713.154541015625,-0.0
236976,-1874.4605712890625,-1738.841552734375,0.0
237076,-1757.3472900390625,-1763.909912109375,-0.0
237176,-1626.1005859375,-1787.96875,0.0
237276,-1322.349853515625,-1807.1688232421875,-0.0
237376,-1001.9713134765625,-1822.6229248046875,0.0
237476,-1539.3052978515625,-1838.4237060546875,-0.0
237576,-1314.24755859375,-1859.6954345703125,-0.0
237676,-1663.2412109375,-1882.1175537109375,0.0
237776,-1467.14892578125,-1903.79833984375,-0.0
237876,-2177.79736328125,-1930.76953125,-0.0
237976,-3328.695068359375,-1961.34765625,-0.0
238076,-1537.541015625,-1990.4798583984375,0.0
238176,-1436.2890625,-2013.7410888671875,0.0
238276,-1067.44140625,-2033.2142333984375,0.0
238376,-733.4569702148438,-2048.2490234375,0.0
238476,-1418.1815185546875,-2067.130615234375,0.0
238576,-1144.3048095703125,-2091.51123046875,0.0
238676,-1117.9815673828125,-2109.68115234375,0.0
238776,-898.112060546875,-2126.296875,0.0
238876,-1257.885009765625,-2141.180908203125,0.0
238976,-1120.382568359375,-2158.067138671875,-0.0
239076,-879.3843383789062,-2171.3798828125,-0.0
239176,-755.7979736328125,-2181.2099609375,0.0
239276,-785.1658325195312,-2192.746826171875,0.0
239376,-850.3480834960938,-2203.34326171875,0.0
239476,9140.26953125,2.544041872024536,0.0
239577,-56630.45703125,-15.762145042419434,-0.0
239676,-9920.63671875,-2.761244058609009,-0.0
239776,42978.26171875,11.962284088134766,0.0
239876,95704.2265625,26.637678146362305,0.0
239976,95524.6875,26.58770751953125,0.0
240076,94502.671875,26.303247451782227,0.0
240176,96548.96875,26.872798919677734,0.0
240276,95679.7890625,26.630878448486328,0.0
240376,96024.96875,26.726951599121094,0.0
