timestamp,twr.rangingSuccessRate0,twr.rangingPerSec0,twr.rangingSuccessRate1,twr.rangingPerSec1,twr.rangingSuccessRate2,twr.rangingPerSec2,twr.rangingSuccessRate3,twr.rangingPerSec3,twr.rangingSuccessRate4,twr.rangingPerSec4,twr.rangingSuccessRate5,twr.rangingPerSec5
69536,0,0,0,0,0,0,0,0,0,0,0,0
69636,0,0,0,0,0,0,0,0,0,0,0,0
69736,0,0,0,0,0,0,0,0,0,0,0,0
69836,0,0,0,0,0,0,0,0,0,0,0,0
69936,0,0,0,0,0,0,0,0,0,0,0,0
70036,0,0,0,0,0,0,0,0,0,0,0,0
70136,0,0,0,0,0,0,0,0,0,0,0,0
70236,0,0,0,0,0,0,0,0,0,0,0,0
70336,0,0,0,0,0,0,0,0,0,0,0,0
70436,0,0,0,0,0,0,0,0,0,0,0,0
70536,0,0,0,0,0,0,0,0,0,0,0,0
70636,0,0,0,0,0,0,0,0,0,0,0,0
70736,0,0,0,0,0,0,0,0,0,0,0,0
70836,0,0,0,0,0,0,0,0,0,0,0,0
70936,0,0,0,0,0,0,0,0,0,0,0,0
71036,0,0,0,0,0,0,0,0,0,0,0,0
71136,0,0,0,0,0,0,0,0,0,0,0,0
71236,0,0,0,0,0,0,0,0,0,0,0,0
71336,0,0,0,0,0,0,0,0,0,0,0,0
71436,0,0,0,0,0,0,0,0,0,0,0,0
71536,0,0,0,0,0,0,0,0,0,0,0,0
71636,0,0,0,0,0,0,0,0,0,0,0,0
71736,0,0,0,0,0,0,0,0,0,0,0,0
71836,0,0,0,0,0,0,0,0,0,0,0,0
71936,0,0,0,0,0,0,0,0,0,0,0,0
72036,0,0,0,0,0,0,0,0,0,0,0,0
72136,0,0,0,0,0,0,0,0,0,0,0,0
72236,0,0,0,0,0,0,0,0,0,0,0,0
72336,0,0,0,0,0,0,0,0,0,0,0,0
72436,0,0,0,0,0,0,0,0,0,0,0,0
72536,0,0,0,0,0,0,0,0,0,0,0,0
72636,0,0,0,0,0,0,0,0,0,0,0,0
72736,0,0,0,0,0,0,0,0,0,0,0,0
72836,0,0,0,0,0,0,0,0,0,0,0,0
72936,0,0,0,0,0,0,0,0,0,0,0,0
73036,0,0,0,0,0,0,0,0,0,0,0,0
73136,0,0,0,0,0,0,0,0,0,0,0,0
73236,0,0,0,0,0,0,0,0,0,0,0,0
73336,0,0,0,0,0,0,0,0,0,0,0,0
73436,0,0,0,0,0,0,0,0,0,0,0,0
73536,0,0,0,0,0,0,0,0,0,0,0,0
73636,0,0,0,0,0,0,0,0,0,0,0,0
73736,0,0,0,0,0,0,0,0,0,0,0,0
73836,0,0,0,0,0,0,0,0,0,0,0,0
73936,0,0,0,0,0,0,0,0,0,0,0,0
74036,0,0,0,0,0,0,0,0,0,0,0,0
74136,0,0,0,0,0,0,0,0,0,0,0,0
74236,0,0,0,0,0,0,0,0,0,0,0,0
74336,0,0,0,0,0,0,0,0,0,0,0,0
74436,0,0,0,0,0,0,0,0,0,0,0,0
74536,0,0,0,0,0,0,0,0,0,0,0,0
74636,0,0,0,0,0,0,0,0,0,0,0,0
74736,0,0,0,0,0,0,0,0,0,0,0,0
74836,0,0,0,0,0,0,0,0,0,0,0,0
74936,0,0,0,0,0,0,0,0,0,0,0,0
75036,0,0,0,0,0,0,0,0,0,0,0,0
75139,0,0,0,0,0,0,0,0,0,0,0,0
75236,0,0,0,0,0,0,0,0,0,0,0,0
75338,0,0,0,0,0,0,0,0,0,0,0,0
75438,0,0,0,0,0,0,0,0,0,0,0,0
75538,0,0,0,0,0,0,0,0,0,0,0,0
75638,0,0,0,0,0,0,0,0,0,0,0,0
75738,0,0,0,0,0,0,0,0,0,0,0,0
75837,0,0,0,0,0,0,0,0,0,0,0,0
75936,0,0,0,0,0,0,0,0,0,0,0,0
76037,0,0,0,0,0,0,0,0,0,0,0,0
76136,0,0,0,0,0,0,0,0,0,0,0,0
76236,0,0,0,0,0,0,0,0,0,0,0,0
76336,0,0,0,0,0,0,0,0,0,0,0,0
76436,0,0,0,0,0,0,0,0,0,0,0,0
76536,0,0,0,0,0,0,0,0,0,0,0,0
76636,0,0,0,0,0,0,0,0,0,0,0,0
76736,0,0,0,0,0,0,0,0,0,0,0,0
76836,0,0,0,0,0,0,0,0,0,0,0,0
76936,0,0,0,0,0,0,0,0,0,0,0,0
77036,0,0,0,0,0,0,0,0,0,0,0,0
77136,0,0,0,0,0,0,0,0,0,0,0,0
77236,0,0,0,0,0,0,0,0,0,0,0,0
77336,0,0,0,0,0,0,0,0,0,0,0,0
77436,0,0,0,0,0,0,0,0,0,0,0,0
77536,0,0,0,0,0,0,0,0,0,0,0,0
77636,0,0,0,0,0,0,0,0,0,0,0,0
77736,0,0,0,0,0,0,0,0,0,0,0,0
77836,0,0,0,0,0,0,0,0,0,0,0,0
77936,0,0,0,0,0,0,0,0,0,0,0,0
78036,0,0,0,0,0,0,0,0,0,0,0,0
78136,0,0,0,0,0,0,0,0,0,0,0,0
78236,0,0,0,0,0,0,0,0,0,0,0,0
78336,0,0,0,0,0,0,0,0,0,0,0,0
78436,0,0,0,0,0,0,0,0,0,0,0,0
78536,0,0,0,0,0,0,0,0,0,0,0,0
78636,0,0,0,0,0,0,0,0,0,0,0,0
78736,0,0,0,0,0,0,0,0,0,0,0,0
78836,0,0,0,0,0,0,0,0,0,0,0,0
78936,0,0,0,0,0,0,0,0,0,0,0,0
79036,0,0,0,0,0,0,0,0,0,0,0,0
79136,0,0,0,0,0,0,0,0,0,0,0,0
79239,0,0,0,0,0,0,0,0,0,0,0,0
79336,0,0,0,0,0,0,0,0,0,0,0,0
79436,0,0,0,0,0,0,0,0,0,0,0,0
79536,0,0,0,0,0,0,0,0,0,0,0,0
79639,0,0,0,0,0,0,0,0,0,0,0,0
79739,0,0,0,0,0,0,0,0,0,0,0,0
79836,0,0,0,0,0,0,0,0,0,0,0,0
79939,0,0,0,0,0,0,0,0,0,0,0,0
80036,0,0,0,0,0,0,0,0,0,0,0,0
80136,0,0,0,0,0,0,0,0,0,0,0,0
80239,0,0,0,0,0,0,0,0,0,0,0,0
80336,0,0,0,0,0,0,0,0,0,0,0,0
80439,0,0,0,0,0,0,0,0,0,0,0,0
80539,0,0,0,0,0,0,0,0,0,0,0,0
80636,0,0,0,0,0,0,0,0,0,0,0,0
80739,0,0,0,0,0,0,0,0,0,0,0,0
80839,0,0,0,0,0,0,0,0,0,0,0,0
80936,0,0,0,0,0,0,0,0,0,0,0,0
81039,0,0,0,0,0,0,0,0,0,0,0,0
81139,0,0,0,0,0,0,0,0,0,0,0,0
81239,0,0,0,0,0,0,0,0,0,0,0,0
81339,0,0,0,0,0,0,0,0,0,0,0,0
81439,0,0,0,0,0,0,0,0,0,0,0,0
81536,0,0,0,0,0,0,0,0,0,0,0,0
81639,0,0,0,0,0,0,0,0,0,0,0,0
81739,0,0,0,0,0,0,0,0,0,0,0,0
81839,0,0,0,0,0,0,0,0,0,0,0,0
81939,0,0,0,0,0,0,0,0,0,0,0,0
82039,0,0,0,0,0,0,0,0,0,0,0,0
82139,0,0,0,0,0,0,0,0,0,0,0,0
82239,0,0,0,0,0,0,0,0,0,0,0,0
82339,0,0,0,0,0,0,0,0,0,0,0,0
82439,0,0,0,0,0,0,0,0,0,0,0,0
82539,0,0,0,0,0,0,0,0,0,0,0,0
82636,0,0,0,0,0,0,0,0,0,0,0,0
82736,0,0,0,0,0,0,0,0,0,0,0,0
82836,0,0,0,0,0,0,0,0,0,0,0,0
82939,0,0,0,0,0,0,0,0,0,0,0,0
83039,0,0,0,0,0,0,0,0,0,0,0,0
83139,0,0,0,0,0,0,0,0,0,0,0,0
83239,0,0,0,0,0,0,0,0,0,0,0,0
83339,0,0,0,0,0,0,0,0,0,0,0,0
83439,0,0,0,0,0,0,0,0,0,0,0,0
83538,0,0,0,0,0,0,0,0,0,0,0,0
83638,0,0,0,0,0,0,0,0,0,0,0,0
83739,0,0,0,0,0,0,0,0,0,0,0,0
83836,0,0,0,0,0,0,0,0,0,0,0,0
83936,0,0,0,0,0,0,0,0,0,0,0,0
84038,0,0,0,0,0,0,0,0,0,0,0,0
84138,0,0,0,0,0,0,0,0,0,0,0,0
84238,0,0,0,0,0,0,0,0,0,0,0,0
84337,0,0,0,0,0,0,0,0,0,0,0,0
84438,0,0,0,0,0,0,0,0,0,0,0,0
84537,0,0,0,0,0,0,0,0,0,0,0,0
84637,0,0,0,0,0,0,0,0,0,0,0,0
84737,0,0,0,0,0,0,0,0,0,0,0,0
84837,0,0,0,0,0,0,0,0,0,0,0,0
84936,0,0,0,0,0,0,0,0,0,0,0,0
85036,0,0,0,0,0,0,0,0,0,0,0,0
85136,0,0,0,0,0,0,0,0,0,0,0,0
85236,0,0,0,0,0,0,0,0,0,0,0,0
85336,0,0,0,0,0,0,0,0,0,0,0,0
85436,0,0,0,0,0,0,0,0,0,0,0,0
85536,0,0,0,0,0,0,0,0,0,0,0,0
85636,0,0,0,0,0,0,0,0,0,0,0,0
85736,0,0,0,0,0,0,0,0,0,0,0,0
85836,0,0,0,0,0,0,0,0,0,0,0,0
85936,0,0,0,0,0,0,0,0,0,0,0,0
86036,0,0,0,0,0,0,0,0,0,0,0,0
86136,0,0,0,0,0,0,0,0,0,0,0,0
86236,0,0,0,0,0,0,0,0,0,0,0,0
86336,0,0,0,0,0,0,0,0,0,0,0,0
86436,0,0,0,0,0,0,0,0,0,0,0,0
86536,0,0,0,0,0,0,0,0,0,0,0,0
86636,0,0,0,0,0,0,0,0,0,0,0,0
86736,0,0,0,0,0,0,0,0,0,0,0,0
86836,0,0,0,0,0,0,0,0,0,0,0,0
86936,0,0,0,0,0,0,0,0,0,0,0,0
87036,0,0,0,0,0,0,0,0,0,0,0,0
87136,0,0,0,0,0,0,0,0,0,0,0,0
87236,0,0,0,0,0,0,0,0,0,0,0,0
87339,0,0,0,0,0,0,0,0,0,0,0,0
87438,0,0,0,0,0,0,0,0,0,0,0,0
87538,0,0,0,0,0,0,0,0,0,0,0,0
87638,0,0,0,0,0,0,0,0,0,0,0,0
87736,0,0,0,0,0,0,0,0,0,0,0,0
87836,0,0,0,0,0,0,0,0,0,0,0,0
87936,0,0,0,0,0,0,0,0,0,0,0,0
88036,0,0,0,0,0,0,0,0,0,0,0,0
88138,0,0,0,0,0,0,0,0,0,0,0,0
88238,0,0,0,0,0,0,0,0,0,0,0,0
88338,0,0,0,0,0,0,0,0,0,0,0,0
88438,0,0,0,0,0,0,0,0,0,0,0,0
88538,0,0,0,0,0,0,0,0,0,0,0,0
88636,0,0,0,0,0,0,0,0,0,0,0,0
88736,0,0,0,0,0,0,0,0,0,0,0,0
88838,0,0,0,0,0,0,0,0,0,0,0,0
88938,0,0,0,0,0,0,0,0,0,0,0,0
89036,0,0,0,0,0,0,0,0,0,0,0,0
89138,0,0,0,0,0,0,0,0,0,0,0,0
89238,0,0,0,0,0,0,0,0,0,0,0,0
89337,0,0,0,0,0,0,0,0,0,0,0,0
89438,0,0,0,0,0,0,0,0,0,0,0,0
89537,0,0,0,0,0,0,0,0,0,0,0,0
89637,0,0,0,0,0,0,0,0,0,0,0,0
89737,0,0,0,0,0,0,0,0,0,0,0,0
89837,0,0,0,0,0,0,0,0,0,0,0,0
89937,0,0,0,0,0,0,0,0,0,0,0,0
90038,0,0,0,0,0,0,0,0,0,0,0,0
90137,0,0,0,0,0,0,0,0,0,0,0,0
90237,0,0,0,0,0,0,0,0,0,0,0,0
90336,0,0,0,0,0,0,0,0,0,0,0,0
90438,0,0,0,0,0,0,0,0,0,0,0,0
90537,0,0,0,0,0,0,0,0,0,0,0,0
90636,0,0,0,0,0,0,0,0,0,0,0,0
90736,0,0,0,0,0,0,0,0,0,0,0,0
90837,0,0,0,0,0,0,0,0,0,0,0,0
90936,0,0,0,0,0,0,0,0,0,0,0,0
91036,0,0,0,0,0,0,0,0,0,0,0,0
91137,0,0,0,0,0,0,0,0,0,0,0,0
